levelName,p,cost,prevtb,att,attend,check
     ¦           ¦           ¦   ¦           ¦   ¦       ¦   °--Refer for treatment                                                                                           ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦       ¦       °--TPT outcomes                                                                                              ,soc.prop.tb.dx,0,1,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦       ¦           ¦--gets TPT                                                                                              ,1,0,0,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦       ¦           ¦   ¦--completed TPT                                                                                     ,soc.prop.starting.att,0,0,1,0,1
     ¦           ¦           ¦   ¦           ¦   ¦       ¦           ¦   °--did not complete TPT                                                                              ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,0,1
     ¦           ¦           ¦   ¦           ¦   ¦       ¦           °--does not get TPT                                                                                      ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,0,1
     ¦           ¦           ¦   ¦           ¦   ¦       °--In prison/IRC for <3 months                                                                                       ,1-soc.prop.starting.att,0,0,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                           ,1-soc.prop.tb.dx,0,0,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                            ,1-attend.nhs.referral,0,0,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦           ¦       °--TPT outcomes                                                                                          ,1-soc.prop.starting.att,0,0,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦           ¦           ¦--gets TPT                                                                                          ,1-soc.prop.tb.suspicion,0,0,0,0,0
     ¦           ¦           ¦   ¦           ¦   ¦           ¦           ¦   ¦--completed TPT                                                                                 ,1-soc.prop.starting.att,0,0,0,0,1
     ¦           ¦           ¦   ¦           ¦   ¦           ¦           ¦   °--did not complete TPT                                                                          ,1-soc.prop.prison.gp.assessment,0,0,0,0,1
     ¦           ¦           ¦   ¦           ¦   ¦           ¦           °--does not get TPT                                                                                  ,1-soc.prop.starting.att,0,0,0,0,1
     ¦           ¦           ¦   ¦           ¦   ¦           °--Early removal scheme or deportation                                                                           ,1-soc.prop.w.other.symptoms,0,0,0,0,1
     ¦           ¦           ¦   ¦           ¦   °--did not Attend                                                                                                            ,1,0,0,0,0,1
     ¦           ¦           ¦   ¦           °--Not referred to NHS TB service                                                                                                ,1-soc.prop.starting.att,0,0,0,0,1
     ¦           ¦           ¦   °--IGRA test -                                                                                                                               ,1,0,0,0,0,1
     ¦           ¦           °--no IGRA test                                                                                                                                  ,soc.prop.ppd.symptoms,cost.tb.sympt.assess,0,0,0,1
     ¦           °--No chest x-ray < 6 months                                                                                                                                 ,soc.prop.cough.3weeks,0,0,0,0,0
     ¦               ¦--Chest x-ray                                                                                                                                           ,soc.prop.w.other.symptoms,0,0,0,0,0
     ¦               ¦   ¦--Abornomal chest x-ray                                                                                                                             ,soc.prop.prison.gp.assessment,cost.urgent.prison.gp.assess + soc.soc.prop.xray*cost.chest.xray,0,0,0,0
     ¦               ¦   ¦   °--Urgent referral to local NHS TB service                                                                                                       ,soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦--Attended                                                                                                                                  ,1,pIsolation*cost.prison.cell.isolation,0,0,0,0
     ¦               ¦   ¦       ¦   ¦--TB                                                                                                                                    ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,0
     ¦               ¦   ¦       ¦   ¦   °--TB outcomes                                                                                                                       ,soc.prop.tb.dx,0,1,0,0,0
     ¦               ¦   ¦       ¦   ¦       ¦--ATT                                                                                                                           ,1,0,0,0,0,0
     ¦               ¦   ¦       ¦   ¦       ¦   ¦--completed ATT                                                                                                             ,soc.prop.starting.att,0,0,1,1,1
     ¦               ¦   ¦       ¦   ¦       ¦   °--did not complete ATT                                                                                                      ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,1,1
     ¦               ¦   ¦       ¦   ¦       °--no ATT                                                                                                                        ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,0,1
     ¦               ¦   ¦       ¦   °--Not TB                                                                                                                                ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦       °--LTBI pathway                                                                                                                      ,1-soc.prop.tb.dx,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦--IGRA test                                                                                                                     ,1-attend.nhs.referral,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦--IGRA test +                                                                                                               ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦--Previous chest x-ray                                                                                                  ,1-soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦--Abornomal chest x-ray                                                                                             ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦--Referred to NHS TB service                                                                                    ,1-soc.prop.prison.gp.assessment,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦--Attended                                                                                                  ,soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦--TB                                                                                                    ,1,pIsolation*cost.prison.cell.isolation,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                                       ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦--ATT                                                                                           ,soc.prop.tb.dx,0,1,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦   ¦--completed ATT                                                                             ,1,0,0,0,1,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--did not complete ATT                                                                      ,soc.prop.starting.att,0,0,1,1,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                        ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   °--Not TB                                                                                                ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                       ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                           ,1-soc.prop.tb.dx,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                              ,1-attend.nhs.referral,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦--gets TPT                                                                              ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                     ,1-soc.prop.tb.suspicion,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                              ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                      ,1-soc.prop.w.other.symptoms,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                       ,soc.prop.prison.gp.assessment,cost.prison.gp.assess + soc.soc.prop.xray*cost.chest.xray,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                           ,soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse            ,1,pIsolation*cost.prison.cell.isolation,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                          ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦--gets TPT                                                                          ,soc.prop.tb.dx,0,1,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                 ,1,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                          ,soc.prop.starting.att,0,0,1,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                                  ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                           ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   °--did not Attend                                                                                            ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   °--Not referred to NHS TB service                                                                                ,1-soc.prop.tb.dx,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦   °--Normal chest x-ray                                                                                                ,1-attend.nhs.referral,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                                   ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦   °--Refer for treatment                                                                                       ,1-soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                          ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦           ¦--gets TPT                                                                                          ,1-soc.prop.prison.gp.assessment,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                                 ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                                          ,1-soc.prop.cough.3weeks,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦           °--does not get TPT                                                                                  ,soc.prop.w.other.symptoms,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                                   ,soc.prop.prison.gp.assessment,cost.prison.gp.assess + soc.soc.prop.xray*cost.chest.xray,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                       ,soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                        ,1,pIsolation*cost.prison.cell.isolation,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦       °--TPT outcomes                                                                                      ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦           ¦--gets TPT                                                                                      ,soc.prop.tb.dx,0,1,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                             ,1,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                                      ,soc.prop.starting.att,0,0,1,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦           °--does not get TPT                                                                              ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   ¦           °--Early removal scheme or deportation                                                                       ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦   °--No previous chest x-ray                                                                                               ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦--Chest x-ray                                                                                                       ,1-soc.prop.tb.dx,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦--Abornomal chest x-ray                                                                                         ,1-attend.nhs.referral,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦--Referred to NHS TB service                                                                                ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦--Attended                                                                                              ,1-soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦--TB                                                                                                ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                                   ,1-soc.prop.prison.gp.assessment,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦--ATT                                                                                       ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦   ¦--completed ATT                                                                         ,1-soc.prop.w.other.symptoms,0,0,0,1,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦   °--did not complete ATT                                                                  ,1,0,0,0,1,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                    ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   °--Not TB                                                                                            ,1,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                   ,soc.prop.ppd.symptoms,cost.tb.sympt.assess,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                       ,soc.prop.cough.3weeks,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                          ,soc.prop.w.other.symptoms,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦--gets TPT                                                                          ,soc.prop.prison.gp.assessment,cost.urgent.prison.gp.assess + soc.soc.prop.xray*cost.chest.xray,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                 ,soc.prop.tb.suspicion,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                          ,1,pIsolation*cost.prison.cell.isolation,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                  ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                   ,soc.prop.tb.dx,0,1,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                       ,1,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse        ,soc.prop.starting.att,0,0,1,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                      ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦--gets TPT                                                                      ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                             ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                      ,1-soc.prop.tb.dx,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                              ,1-attend.nhs.referral,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                       ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   °--did not Attend                                                                                        ,1-soc.prop.tb.suspicion,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   °--Not referred to NHS TB service                                                                            ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦   °--Normal chest x-ray                                                                                            ,1-soc.prop.prison.gp.assessment,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦--In prison/IRC for >3 months                                                                               ,soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦   °--Refer for treatment                                                                                   ,1,pIsolation*cost.prison.cell.isolation,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦       °--TPT outcomes                                                                                      ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           ¦--gets TPT                                                                                      ,soc.prop.tb.dx,0,1,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           ¦   ¦--completed TPT                                                                             ,1,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           ¦   °--did not complete TPT                                                                      ,soc.prop.starting.att,0,0,1,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           °--does not get TPT                                                                              ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦       °--In prison/IRC for <3 months                                                                               ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                   ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                    ,1-soc.prop.tb.dx,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦       °--TPT outcomes                                                                                  ,1-attend.nhs.referral,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           ¦--gets TPT                                                                                  ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           ¦   ¦--completed TPT                                                                         ,1-soc.prop.tb.suspicion,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           ¦   °--did not complete TPT                                                                  ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           °--does not get TPT                                                                          ,1-soc.prop.w.other.symptoms,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       ¦           °--Early removal scheme or deportation                                                                   ,soc.prop.prison.gp.assessment,cost.prison.gp.assess + soc.soc.prop.xray*cost.chest.xray,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦       °--No chest x-ray                                                                                                    ,soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦--Referred to NHS TB service                                                                                    ,1,pIsolation*cost.prison.cell.isolation,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦--Attended                                                                                                  ,attend.nhs.referral,cost.nhs.tb.service + cost.prison.escort + cost.tb.investigations,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦--TB                                                                                                    ,soc.prop.tb.dx,0,1,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦   °--TB outcomes                                                                                       ,1,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦--ATT                                                                                           ,soc.prop.starting.att,0,0,1,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦   ¦--completed ATT                                                                             ,soc.soc.prop.completing.att,(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + (1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visit + cost.prison.escort)) + (pDSTB*DurDSTB*cost.dsatt.drugs + (1-pDSTB)*DurMDRTB*cost.mdratt.drugs) + cost.dots*(pDSTB*DurDSTB + (1-pDSTB)*DurMDRTB),0,0,1,1
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦   °--did not complete ATT                                                                      ,1-soc.prop.completing.att,IncompDurDSTB/DurDSTB*(pDSTB*dstb.visits*(cost.dstb.opd.visit + cost.prison.escort) + pDSTB*DurDSTB*(cost.dsatt.drugs + cost.dots))+ IncompDurMDRTB/DurMDRTB*((1-pDSTB)*mdrtb.visits*(cost.mdrtb.opd.visits + cost.prison.escort)  + (1-pDSTB)*DurMDRTB*(cost.mdratt.drugs + cost.dots)),0,0,1,1
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦       °--no ATT                                                                                        ,1-soc.prop.starting.att,0,0,0,0,1
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   °--Not TB                                                                                                ,1-soc.prop.tb.dx,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦--In prison/IRC for >3 months                                                                       ,1-attend.nhs.referral,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦   °--Refer for treatment                                                                           ,1-soc.prop.starting.att,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦       °--TPT outcomes                                                                              ,1-soc.prop.tb.suspicion,0,0,0,0,0
     ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦           ¦--gets TPT                                                                              ,1-soc.prop.starting.att,0,0,0,0,0
